Customer ID,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason,Churn
9232-JDQM,5,19,60.2,10,84.5,Yes,yes,0,0,0,No,0,NC,384-4938,Female,49,No,No,Yes,6,No,Month-to-Month,Credit Card,9,41,,,No
5248-MCCO,43,264,605.9,129,322.5,Yes,no,64.5,0,20,Yes,0,AL,352-5393,Female,29,Yes,No,Yes,2,Yes,Two Year,Direct Debit,37,1599,,,No
3607-TFNM,33,129,265.8,33,442.2,Yes,no,110.6,0,0,No,0,CO,336-5495,Female,64,No,No,Yes,2,No,Two Year,Credit Card,10,321,,,No
9436-EMDS,36,94,214,216,511.2,Yes,no,170.4,0,10,Yes,0,AL,350-7273,Male,25,Yes,No,Yes,2,Yes,One Year,Direct Debit,37,1325,,,No
9305-JDUA,17,24,70,68,134.3,Yes,no,44.8,0,21,Yes,0,MI,422-3052,Female,23,Yes,No,Yes,4,No,Month-to-Month,Credit Card,10,182,,,No
5387-VSOQ,69,282,1108.1,483,400.2,Yes,no,200.1,0,4,No,16,OK,362-4159,Female,46,No,No,Yes,2,Yes,One Year,Direct Debit,29,2001,,,No
1905-KPAG,63,442,950.4,126,516.6,Yes,no,129.2,0,4,Yes,0,NC,338-7527,Male,50,No,No,Yes,6,No,Month-to-Month,Direct Debit,42,2658,,,No
8844-RNAN,30,120,384.7,90,447,Yes,no,223.5,0,6,Yes,0,RI,348-8711,Male,30,No,No,Yes,2,Yes,Month-to-Month,Direct Debit,34,1004,,,No
7255-PTRW,47,297,653.6,188,385.4,Yes,no,192.7,0,30,Yes,0,KY,379-2523,Female,30,No,No,Yes,5,Yes,Month-to-Month,Direct Debit,32,1504,,,No
5276-ZXSN,13,37,129.3,78,171.6,Yes,no,85.8,0,8,Yes,0,NE,362-7951,Female,43,No,No,Yes,4,Yes,Month-to-Month,Credit Card,31,397,,,No
7288-OZRM,66,184,394.7,132,389.4,Yes,no,194.7,0,5,Yes,0,WI,415-3537,Female,48,No,No,Yes,2,No,Two Year,Credit Card,29,1896,,,No
8181-QUOL,39,168,463.3,117,452.4,Yes,no,90.5,0,12,Yes,0,IN,358-2046,Male,26,Yes,No,Yes,4,Yes,Two Year,Direct Debit,39,1492,,,No
0865-PWEU,28,48,139.5,168,252,Yes,no,63,0,30,No,19,AR,409-6588,Male,21,Yes,No,Yes,2,No,One Year,Credit Card,29,808,,,No
1538-TTKA,71,103,354.7,426,766.8,Yes,no,153.4,0,0,No,0,MS,358-5721,Male,59,No,No,Yes,2,No,Two Year,Credit Card,12,837,,,No
9516-PEXI,71,282,776.1,142,511.2,Yes,no,102.2,0,8,Yes,0,MN,414-7446,Male,21,Yes,No,Yes,6,No,One Year,Credit Card,33,2305,,,No
6518-WFMI,52,332,786.5,156,488.8,Yes,no,122.2,0,0,No,0,WV,402-2072,Male,51,No,No,Yes,2,No,One Year,Direct Debit,7,374,,,No
3457-VQQM,22,41,108.7,44,242,Yes,yes,0,0,0,No,0,SD,403-6187,Female,62,No,No,Yes,2,No,Month-to-Month,Credit Card,9,186,,,No
4791-PDPW,63,324,948.2,189,384.3,Yes,no,96.1,0,6,Yes,0,HI,355-2872,Female,46,No,No,Yes,2,No,One Year,Credit Card,37,2366,,,No
6347-UPKU,7,50,112.5,28,82.6,Yes,no,27.5,2,0,No,0,AK,375-5562,Male,46,No,No,Yes,6,No,One Year,Credit Card,10,69,,,No
9579-UNHI,2,9,26.6,10,23.2,Yes,no,11.6,0,12,Yes,0,SD,386-3823,Male,43,No,No,Yes,2,No,Month-to-Month,Direct Debit,34,64,,,No
0935-YMXQ,65,232,846.7,260,721.5,Yes,no,144.3,1,7,Yes,0,NH,383-2251,Female,81,No,Yes,Yes,4,Yes,One Year,Direct Debit,53,3477,,,No
3503-YNNH,38,323,614,190,410.4,Yes,no,205.2,1,0,No,0,WV,351-3169,Female,39,No,No,Yes,4,No,Two Year,Credit Card,7,251,,,No
1127-YGZG,62,311,864.9,372,663.4,Yes,no,165.9,2,13,No,62,NH,345-2319,Female,31,No,No,Yes,4,No,Two Year,Direct Debit,15,934,,,No
9308-IVAH,42,200,422.2,294,491.4,Yes,no,245.7,1,0,No,0,IN,363-2407,Male,55,No,No,Yes,2,No,One Year,Credit Card,7,313,,,No
4445-AYKN,40,144,480.2,80,568,Yes,no,142,1,0,No,0,SC,363-8033,Female,33,No,No,Yes,2,No,Two Year,Direct Debit,6,231,,,No
3545-GNKI,23,91,206.5,161,248.4,Yes,no,124.2,2,41,Yes,0,NJ,333-1012,Female,21,Yes,No,Yes,2,No,Month-to-Month,Paper Check,27,612,,,No
2011-BWQZ,54,166,377.5,324,540,Yes,no,270,2,0,No,0,SD,365-5629,Female,27,Yes,No,Yes,3,No,Two Year,Paper Check,7,369,,,No
8926-GDNY,26,124,310.2,52,208,Yes,no,69.3,0,18,Yes,0,MD,405-1821,Male,32,No,No,Yes,6,Yes,One Year,Credit Card,16,414,,,No
4351-MMHO,64,486,1027.4,192,524.8,Yes,no,131.2,1,6,Yes,0,NH,409-3018,Female,47,No,No,Yes,3,Yes,Two Year,Paper Check,40,2589,,,No
9221-RJIA,17,98,256.2,68,180.2,Yes,no,60.1,0,25,Yes,0,NH,352-5081,Male,35,No,No,Yes,4,Yes,One Year,Direct Debit,25,419,,,No
6503-DIMV,45,70,179.3,90,364.5,Yes,no,182.3,2,0,No,0,MN,401-7803,Male,67,No,Yes,Yes,2,No,Two Year,Paper Check,10,436,,,No
1377-CIKO,47,250,707,94,263.2,Yes,no,87.7,1,11,No,35,NY,352-6084,Female,35,No,No,Yes,6,No,Two Year,Direct Debit,23,1064,,,No
8087-WGSQ,65,101,259.3,0,0,No,no,0,2,8,No,30,NH,328-9267,Female,65,No,Yes,Yes,2,Yes,Two Year,Direct Debit,46,2994,,,No
8912-ESBF,44,379,662.9,0,0,No,no,0,1,0,No,0,CT,386-8432,Female,46,No,No,Yes,6,No,Two Year,Direct Debit,9,394,,,No
8101-NBJN,65,135,458.4,0,0,No,no,0,0,0,No,0,MA,410-5199,Male,39,No,No,Yes,3,No,Two Year,Paper Check,9,593,,,No
4422-YRSX,75,272,819.5,0,0,No,no,0,0,5,Yes,0,UT,397-6542,Female,75,No,Yes,Yes,2,Yes,Two Year,Direct Debit,37,2761,,,No
6981-EJVJ,58,350,817.6,0,0,No,no,0,1,26,Yes,0,CT,404-4809,Male,23,Yes,No,Yes,2,Yes,One Year,Paper Check,23,1361,,,No
8371-SUDB,72,105,287.8,0,0,No,no,0,2,6,Yes,0,MT,372-4868,Female,38,No,No,Yes,4,No,Two Year,Direct Debit,29,2064,,,No
3628-JRAY,12,59,158.3,0,0,No,no,0,2,24,Yes,0,DE,390-5267,Male,19,Yes,No,Yes,6,No,Month-to-Month,Paper Check,13,155,,,No
3495-BJFE,6,31,79.2,0,0,No,no,0,1,3,Yes,0,CA,383-4802,Female,38,No,No,Yes,2,No,Month-to-Month,Credit Card,26,156,,,No
1117-LHIF,37,133,336.5,0,0,No,no,0,0,0,No,0,WV,352-3440,Female,51,No,No,Yes,2,No,Two Year,Credit Card,12,432,,,No
0726-XQCW,73,160,367.1,0,0,No,no,0,1,7,Yes,0,WY,354-2762,Female,59,No,No,Yes,2,Yes,Two Year,Direct Debit,33,2446,,,No
6305-RVMY,65,113,326.6,0,0,No,no,0,0,0,No,0,UT,387-2014,Male,46,No,No,Yes,2,No,Two Year,Direct Debit,10,630,,,No
6445-UONS,50,197,450.1,0,0,No,no,0,1,5,Yes,0,NY,333-5729,Female,44,No,No,Yes,5,Yes,One Year,Credit Card,32,1623,,,No
0778-OIVQ,70,119,351.4,0,0,No,no,0,0,6,Yes,0,DC,391-2231,Male,30,No,No,Yes,3,No,Two Year,Direct Debit,27,1894,,,No
1742-KOAI,39,203,505.2,0,0,No,no,0,2,19,Yes,0,AK,332-2275,Male,66,No,Yes,Yes,5,No,One Year,Credit Card,18,694,,,No
4770-NADL,29,239,352.1,0,0,No,no,0,1,0,No,0,SC,340-4028,Male,26,Yes,No,Yes,2,No,Two Year,Credit Card,8,237,,,No
9926-UPTR,33,57,164.5,0,0,No,no,0,1,5,Yes,0,KS,363-3486,Female,78,No,Yes,Yes,3,Yes,Two Year,Direct Debit,52,1710,,,No
9718-WGCV,69,280,1040.2,276,144.9,Yes,yes,0,0,0,No,0,IL,351-3316,Male,64,No,No,Yes,5,No,Two Year,Direct Debit,9,649,,,No
1930-BQDP,10,32,91.9,0,0,No,no,0,0,0,No,0,DC,369-3626,Female,47,No,No,Yes,2,No,Month-to-Month,Direct Debit,7,75,,,No
7855-MEQO,64,575,966.2,0,0,No,no,0,2,35,Yes,0,KY,353-3223,Female,23,Yes,No,Yes,3,Yes,One Year,Direct Debit,47,3017,,,No
4137-OBZV,51,126,458.8,0,0,No,no,0,0,7,Yes,0,OR,400-3147,Female,39,No,No,Yes,6,No,Month-to-Month,Direct Debit,26,1334,,,No
4170-RSAN,50,64,198.9,0,0,No,no,0,2,10,Yes,0,ND,378-1936,Male,66,No,Yes,Yes,5,Yes,Month-to-Month,Credit Card,45,2236,,,No
8423-ADMS,24,53,170.7,0,0,No,no,0,1,0,No,0,WY,387-1116,Female,44,No,No,Yes,6,No,Month-to-Month,Credit Card,9,218,,,No
8142-NFYD,28,84,277.3,0,0,No,no,0,1,4,Yes,0,NY,367-3950,Male,42,No,No,Yes,2,No,Month-to-Month,Direct Debit,49,1350,,,No
8266-SINZ,36,183,429.9,0,0,No,no,0,1,0,No,0,ID,336-9053,Female,61,No,No,Yes,5,No,One Year,Credit Card,13,468,,,No
2173-WCWE,67,163,537.1,0,0,No,no,0,1,9,Yes,0,NV,360-1320,Female,22,Yes,No,Yes,2,Yes,Two Year,Direct Debit,54,3627,,,No
6496-TXYH,58,223,632.7,116,556.8,Yes,yes,0,2,6,Yes,0,MI,385-1118,Female,54,No,No,Yes,6,Yes,Two Year,Credit Card,42,2395,,,No
4170-ZFVQ,69,432,892.3,0,0,No,no,0,0,13,No,35,MT,408-8269,Male,24,Yes,No,Yes,4,Yes,Two Year,Credit Card,31,2157,,,No
7962-BYGY,18,50,127.6,90,207,Yes,yes,0,2,0,No,0,AR,420-4089,Male,60,No,No,Yes,4,No,Month-to-Month,Credit Card,10,183,,,No
9601-OEDJ,51,157,411.2,0,0,No,no,0,1,0,No,0,OH,350-5993,Male,46,No,No,Yes,2,No,One Year,Credit Card,8,418,,,No
1194-ZTVT,72,134,359.1,0,0,No,no,0,1,7,Yes,0,HI,370-1465,Male,61,No,No,Yes,5,Yes,Two Year,Credit Card,26,1878,,,No
3094-HAWT,56,326,723.4,0,0,No,no,0,0,4,Yes,0,OR,357-8515,Female,50,No,No,Yes,2,No,Two Year,Credit Card,31,1706,,,No
9405-FGGB,33,220,433.6,99,452.1,Yes,yes,0,1,0,No,0,NY,406-8995,Female,65,No,Yes,Yes,6,No,Two Year,Credit Card,8,259,,,No
8611-IVEJ,1,5,12,3,13.8,Yes,yes,0,2,0,No,0,MI,341-9890,Male,40,No,No,Yes,6,No,Month-to-Month,Credit Card,6,6,,,No
1502-XJCB,1,3,9,0,0,No,no,0,2,0,No,0,OR,378-3879,Male,27,Yes,No,Yes,5,No,One Year,Credit Card,8,8,,,No
6522-VZZR,20,39,120.9,0,0,No,no,0,0,0,No,0,KY,407-8575,Male,46,No,No,Yes,5,No,Month-to-Month,Credit Card,10,205,,,No
7102-SKGH,39,229,550.4,117,471.9,Yes,no,118,0,5,Yes,0,FL,417-5034,Male,81,No,Yes,Yes,2,No,Two Year,Credit Card,31,1210,,,No
4890-UTLR,11,42,128,33,116.6,Yes,no,29.2,2,0,No,0,CO,420-7066,Female,44,No,No,Yes,4,No,Two Year,Credit Card,9,97,,,No
0536-OEAH,54,120,271.6,162,599.4,Yes,no,149.9,0,26,Yes,0,NY,394-8256,Male,27,Yes,No,Yes,5,No,Two Year,Credit Card,19,1043,,,No
5405-MTDP,60,282,777.2,420,426,Yes,no,85.2,0,24,No,99,MA,343-5372,Male,21,Yes,No,Yes,6,Yes,Two Year,Direct Debit,46,2732,,,No
2687-HLSO,18,87,282.9,54,108,Yes,no,27,1,17,Yes,0,AL,391-6773,Female,24,Yes,No,Yes,6,No,One Year,Credit Card,29,519,,,No
5088-FSCE,33,139,392.6,132,323.4,Yes,no,64.7,0,3,Yes,0,ND,399-1021,Male,68,No,Yes,Yes,4,No,One Year,Credit Card,16,512,,,No
0872-JUIN,71,314,636.1,142,986.9,Yes,no,246.7,1,10,Yes,0,MT,342-1004,Male,25,Yes,No,Yes,3,Yes,Two Year,Credit Card,33,2358,,,No
4316-UMYA,9,65,117.3,45,103.5,Yes,no,34.5,0,0,No,0,OR,398-5851,Male,37,No,No,Yes,3,No,Month-to-Month,Credit Card,10,92,,,No
7007-GUCG,64,326,578,768,998.4,Yes,no,332.8,1,0,No,0,NH,396-4869,Male,52,No,No,Yes,2,No,Two Year,Credit Card,8,531,,,No
7719-ILTW,1,3,7,0,0,No,no,0,1,38,Yes,0,RI,417-9455,Male,32,No,No,Yes,3,No,Month-to-Month,Direct Debit,25,25,,,No
3516-FSED,71,248,635,0,0,No,no,0,0,28,No,62,MS,404-6337,Female,24,Yes,No,Yes,3,Yes,Two Year,Direct Debit,33,2342,,,No
5175-QFBI,64,397,965.4,0,0,No,no,0,2,19,Yes,0,CA,394-9220,Male,43,No,No,Yes,2,Yes,Two Year,Direct Debit,49,3137,,,No
0959-TXTU,68,335,747.6,0,0,No,no,0,0,20,Yes,0,MD,364-5362,Female,19,Yes,No,Yes,5,No,One Year,Direct Debit,50,3404,,,No
5285-JMXH,49,208,544,0,0,No,no,0,2,6,Yes,0,IL,394-9984,Male,57,No,No,Yes,2,No,Two Year,Credit Card,27,1343,,,No
6322-KHWF,21,134,335.6,0,0,No,no,0,1,0,No,0,SD,402-1668,Male,42,No,No,Yes,6,No,One Year,Direct Debit,9,187,,,No
5574-WLGC,65,303,648.3,0,0,No,no,0,0,0,No,0,NV,341-7279,Female,48,No,No,Yes,5,No,Two Year,Paper Check,11,711,,,No
3686-PQGL,48,136,238.6,0,0,No,no,0,0,12,Yes,0,NV,389-8163,Male,33,No,No,Yes,3,Yes,Two Year,Paper Check,47,2222,,,No
2781-GHNU,61,159,425,0,0,No,no,0,0,10,Yes,0,TX,417-4456,Female,50,No,No,Yes,6,Yes,One Year,Direct Debit,38,2286,,,No
3565-TMCB,36,271,503.2,0,0,No,no,0,2,8,Yes,0,WV,386-6408,Female,41,No,No,Yes,5,No,Month-to-Month,Credit Card,28,1000,,,No
5901-COOE,63,185,440.3,0,0,No,no,0,0,0,No,0,MO,342-5854,Male,40,No,No,Yes,4,No,One Year,Credit Card,12,778,,,No
4738-ZYWD,47,117,284.9,0,0,No,no,0,1,5,Yes,0,AK,394-5202,Male,36,No,No,Yes,3,Yes,Two Year,Paper Check,40,1915,,,No
3585-TVXF,28,118,362.4,0,0,No,no,0,1,11,Yes,0,SD,359-3423,Male,59,No,No,Yes,5,No,One Year,Credit Card,27,746,,,No
7854-GSCL,2,6,12.6,0,0,No,no,0,1,0,No,0,ME,403-4816,Male,45,No,No,Yes,3,No,Month-to-Month,Paper Check,8,16,,,No
1820-KRHK,43,106,256.5,0,0,No,no,0,3,3,No,58,HI,381-8593,Female,50,No,No,Yes,2,No,One Year,Credit Card,46,1955,,,No
5301-AGPG,69,335,692.8,0,0,No,no,0,0,6,No,11,OR,367-5923,Female,63,No,No,Yes,6,Yes,One Year,Direct Debit,55,3795,,,No
1369-HQKV,61,307,612.1,0,0,No,no,0,0,0,No,0,TN,400-4713,Male,78,No,Yes,Yes,5,No,One Year,Direct Debit,8,486,,,No
2784-XRRZ,70,409,1045.8,0,0,No,no,0,0,14,Yes,0,ND,396-4171,Male,56,No,No,Yes,2,No,Two Year,Direct Debit,43,3011,,,No
8135-GIPE,26,80,211.1,0,0,No,no,0,3,5,No,16,NJ,339-4068,Female,43,No,No,Yes,5,No,Month-to-Month,Credit Card,16,412,,,No
3508-UFKV,6,32,65.9,0,0,No,no,0,3,0,No,0,AL,336-2322,Male,38,No,No,Yes,2,No,Month-to-Month,Credit Card,9,54,,,No
4993-XFBS,37,359,585.8,0,0,No,no,0,0,0,No,0,MO,327-6087,Female,54,No,No,Yes,6,No,Month-to-Month,Direct Debit,9,337,,,No
9496-PRFT,41,273,612.4,0,0,No,no,0,1,30,Yes,0,AK,364-1134,Female,30,No,No,Yes,3,Yes,One Year,Direct Debit,47,1918,,,No
0634-ZBAO,13,112,191.6,0,0,No,no,0,0,8,Yes,0,SC,391-1783,Male,36,No,No,Yes,2,Yes,Month-to-Month,Direct Debit,28,352,,,No
9219-VGDI,15,85,245.3,0,0,No,no,0,1,9,Yes,0,ME,385-5688,Male,42,No,No,Yes,3,No,Month-to-Month,Paper Check,29,442,,,No
8700-MPPJ,27,55,134.8,0,0,No,no,0,1,0,No,0,IL,337-3932,Male,58,No,No,Yes,2,No,One Year,Paper Check,10,269,,,No
6194-FLEI,67,308,944.9,0,0,No,no,0,2,14,Yes,0,NH,366-7560,Female,29,Yes,No,Yes,3,Yes,Two Year,Direct Debit,23,1537,,,No
5120-QTMS,22,73,195.4,0,0,No,no,0,0,0,No,0,WI,377-7276,Male,65,No,Yes,Yes,4,No,One Year,Paper Check,6,133,,,No
9877-XPLE,51,197,354.6,0,0,No,no,0,1,10,Yes,0,ID,332-2650,Male,48,No,No,Yes,2,Yes,One Year,Direct Debit,33,1646,,,No
5510-TPTT,72,207,432.8,0,0,No,no,0,0,11,Yes,0,NM,419-9713,Male,57,No,No,Yes,5,Yes,Two Year,Paper Check,22,1619,,,No
4861-ORBX,57,107,228.7,0,0,No,no,0,2,0,No,0,AZ,415-6333,Female,38,No,No,Yes,2,No,Two Year,Credit Card,7,424,,,No
1443-GZHV,34,53,240.9,0,0,No,no,0,2,28,Yes,0,WV,391-6558,Male,25,Yes,No,Yes,2,Yes,Month-to-Month,Direct Debit,41,1409,,,No
4810-IOCH,14,36,110.3,70,184.8,Yes,yes,0,0,0,No,0,WA,345-6961,Female,53,No,No,Yes,2,No,Month-to-Month,Paper Check,7,96,,,No
9017-TRME,66,224,465.2,0,0,No,no,0,1,6,Yes,0,ID,346-5992,Male,48,No,No,Yes,3,Yes,Two Year,Direct Debit,20,1311,,,No
3231-QAXX,3,10,19.1,0,0,No,no,0,1,0,No,0,IA,410-2015,Female,35,No,No,Yes,5,No,Two Year,Paper Check,6,16,,,No
2169-PLVX,42,198,502.9,0,0,No,no,0,0,0,No,0,ID,363-3469,Male,62,No,No,Yes,2,No,One Year,Direct Debit,7,284,,,No
0325-BTNP,71,282,1130.5,0,0,No,no,0,1,12,Yes,0,MS,345-3787,Female,28,Yes,No,Yes,6,Yes,Two Year,Direct Debit,50,3564,,,No
0244-ESQJ,62,182,432.8,186,706.8,Yes,yes,0,0,4,No,11,TN,344-6847,Female,38,No,No,Yes,5,No,One Year,Paper Check,26,1588,,,No
7071-BUUZ,40,208,478.8,0,0,No,no,0,0,3,Yes,0,WI,392-6286,Female,40,No,No,Yes,5,Yes,One Year,Credit Card,17,663,,,No
8604-KAHC,23,108,277.8,0,0,No,no,0,0,0,No,0,NY,421-6268,Female,41,No,No,Yes,6,No,Two Year,Paper Check,12,286,,,No
1304-FLXR,11,18,44.7,0,0,No,no,0,0,15,Yes,0,NY,369-8703,Male,53,No,No,Yes,4,No,Month-to-Month,Paper Check,28,308,,,No
4891-ZOTN,53,231,635.8,0,0,No,no,0,0,7,Yes,0,OR,355-2840,Male,39,No,No,Yes,3,Yes,One Year,Direct Debit,30,1572,,,No
9848-XWWY,64,215,509.7,0,0,No,no,0,0,0,No,0,MA,337-2986,Male,51,No,No,Yes,2,No,Two Year,Paper Check,10,658,,,No
4414-GHXB,36,137,325.3,0,0,No,no,0,0,6,Yes,0,WI,397-4968,Male,43,No,No,Yes,3,No,One Year,Credit Card,19,677,,,No
3006-HXLB,23,41,91.9,0,0,No,no,0,0,0,No,0,DE,419-9509,Female,55,No,No,Yes,2,No,Two Year,Credit Card,9,215,,,No
1562-PTLF,64,450,829.8,448,697.6,Yes,yes,0,0,0,No,0,MI,358-2694,Male,53,No,No,Yes,3,No,Two Year,Credit Card,7,448,,,No
9323-EGDQ,25,33,100.7,0,0,No,no,0,0,0,No,0,WA,378-1884,Female,43,No,No,Yes,5,No,Two Year,Credit Card,8,192,,,No
7271-LTDY,5,12,31.4,0,0,No,no,0,0,0,No,0,MA,359-2740,Male,21,Yes,No,Yes,2,No,Two Year,Credit Card,10,51,,,No
5320-AYGQ,10,25,79.4,0,0,No,no,0,0,12,Yes,0,OH,337-9326,Female,33,No,No,Yes,6,Yes,Month-to-Month,Credit Card,20,199,,,No
5809-RKJT,18,36,106,0,0,No,no,0,0,6,Yes,0,MI,396-1278,Male,62,No,No,Yes,6,No,One Year,Credit Card,29,511,,,No
9627-UVZB,35,144,387.9,0,0,No,no,0,0,13,Yes,0,KS,354-6810,Female,38,No,No,Yes,2,Yes,Month-to-Month,Credit Card,45,1578,,,No
5379-NAWI,65,125,456.4,260,715,Yes,yes,0,0,6,Yes,0,RI,411-6823,Female,67,No,Yes,Yes,2,No,One Year,Credit Card,34,2185,,,No
8241-PNIV,62,177,434.1,0,0,No,no,0,0,10,Yes,0,AR,338-1400,Male,23,Yes,No,Yes,6,Yes,One Year,Direct Debit,41,2523,,,No
7829-SIFI,66,211,461.8,0,0,No,no,0,0,3,No,67,VT,416-8394,Female,65,No,Yes,Yes,3,Yes,Two Year,Credit Card,29,1899,,,No
4635-IEDK,52,165,413.4,0,0,No,no,0,0,12,Yes,0,DC,330-4364,Female,59,No,No,Yes,6,Yes,Month-to-Month,Direct Debit,45,2349,,,No
7556-GMGS,11,26,74.1,0,0,No,no,0,0,26,Yes,0,RI,414-1537,Female,46,No,No,Yes,3,Yes,Month-to-Month,Direct Debit,33,349,,,No
6596-DDLZ,73,466,1162.9,0,0,No,no,0,0,0,No,0,OK,406-5532,Female,38,No,No,Yes,2,No,Two Year,Direct Debit,6,422,,,No
6136-ZKQA,47,70,189.8,0,0,No,no,0,0,0,No,0,MN,417-7722,Male,30,No,No,Yes,4,No,One Year,Credit Card,7,338,,,No
8222-ALPF,24,80,243.5,0,0,No,no,0,0,5,Yes,0,WA,367-5226,Male,55,No,No,Yes,6,No,One Year,Credit Card,24,595,,,No
3423-IYWX,11,35,76.5,0,0,No,no,0,0,0,No,0,OK,378-2397,Male,58,No,No,Yes,2,No,One Year,Credit Card,8,92,,,No
4214-KISX,64,262,766.5,0,0,No,no,0,0,4,Yes,0,WI,331-4184,Female,41,No,No,Yes,3,No,Two Year,Direct Debit,37,2357,,,No
1699-WBOS,25,51,149.3,0,0,No,no,0,0,8,Yes,0,NJ,376-2408,Male,63,No,No,Yes,3,No,One Year,Credit Card,24,606,,,No
1060-OOFO,71,249,638,0,0,No,no,0,0,0,No,0,AK,401-7334,Female,26,Yes,No,Yes,2,No,One Year,Credit Card,8,592,,,No
0020-NWQH,13,61,182.9,0,0,No,no,0,0,0,No,0,SC,360-3126,Female,54,No,No,Yes,4,No,Two Year,Credit Card,11,142,,,No
5239-MCWQ,41,313,494.2,0,0,No,no,0,0,2,Yes,0,TN,364-8731,Female,36,No,No,Yes,4,No,Month-to-Month,Direct Debit,39,1619,,,No
4146-USUO,24,111,215.4,480,333.6,Yes,yes,0,0,17,Yes,0,MI,335-7324,Female,32,No,No,Yes,5,No,Month-to-Month,Direct Debit,24,583,,,No
8295-KVRS,71,211,498.7,0,0,No,no,0,0,12,Yes,0,TN,391-5516,Female,38,No,No,Yes,5,Yes,Two Year,Direct Debit,26,1817,,,No
1866-WPOS,29,205,461.2,0,0,No,no,0,0,0,No,0,SC,418-8969,Female,25,Yes,No,Yes,5,No,One Year,Credit Card,6,183,,,No
3597-ATBO,3,21,39.2,0,0,No,no,0,0,7,Yes,0,AL,404-5283,Female,48,No,No,Yes,2,No,Month-to-Month,Direct Debit,28,86,,,No
3022-WWUB,49,173,388.7,0,0,No,no,0,0,5,Yes,0,OK,398-3632,Female,47,No,No,Yes,3,No,Two Year,Direct Debit,22,1091,,,No
4307-WWLR,26,141,343.7,0,0,No,no,0,0,0,No,0,IN,362-5899,Female,29,Yes,No,Yes,4,No,Month-to-Month,Credit Card,8,223,,,No
4405-LFCK,10,70,160,100,50,Yes,yes,0,0,0,No,0,CT,364-6381,Male,54,No,No,Yes,2,No,Two Year,Credit Card,9,92,,,No
5101-ZLLZ,11,43,120.7,0,0,No,no,0,0,0,No,0,KS,305-5367,Male,47,No,No,Yes,2,No,Two Year,Direct Debit,8,92,,,No
5873-YPTK,53,180,478.4,212,402.8,Yes,yes,0,0,0,No,0,OH,308-10837,Female,66,No,Yes,Yes,2,No,Two Year,Credit Card,10,520,,,No
1503-WDPS,70,84,280.1,0,0,No,no,0,0,6,No,26,MA,314-10173,Female,53,No,No,Yes,4,Yes,Two Year,Credit Card,36,2526,,,No
6824-MNQS,22,29,108.6,0,0,No,no,0,0,0,No,0,IA,271-9461,Male,35,No,No,Yes,4,No,Two Year,Credit Card,10,227,,,No
3046-CMEI,51,142,409.9,0,0,No,no,0,0,13,Yes,0,MA,256-4162,Female,43,No,No,Yes,3,Yes,Month-to-Month,Direct Debit,17,857,,,No
3949-BPID,70,176,628.3,0,0,No,no,0,0,0,No,0,AR,268-7455,Female,37,No,No,Yes,2,No,Two Year,Direct Debit,7,472,,,No
8437-ORAL,1,6,12,0,0,No,no,0,0,0,No,0,ID,312-7398,Female,56,No,No,Yes,4,No,Month-to-Month,Credit Card,9,9,,,No
1073-KFIL,73,487,950.3,0,0,No,no,0,0,0,No,0,WY,365-7679,Male,57,No,No,Yes,4,No,Two Year,Credit Card,13,984,,,No
5556-YFNL,55,271,601.9,0,0,No,no,0,0,13,No,65,OK,260-7835,Female,43,No,No,Yes,6,No,One Year,Credit Card,19,1020,,,No
4202-AQEA,59,139,471.3,0,0,No,no,0,0,19,Yes,0,SD,311-8780,Female,20,Yes,No,Yes,4,No,One Year,Credit Card,45,2665,,,No
2004-DVMV,60,84,239.1,0,0,No,no,0,0,5,No,59,WA,311-8986,Female,58,No,No,Yes,6,Yes,One Year,Credit Card,29,1724,,,No
5948-NOII,36,71,217.6,0,0,No,no,0,0,14,Yes,0,MN,322-8086,Female,49,No,No,Yes,6,No,One Year,Credit Card,19,696,,,No
9346-QTCF,61,249,675.1,0,0,No,no,0,0,3,Yes,0,NM,403-3265,Female,30,No,No,Yes,6,No,Month-to-Month,Direct Debit,42,2590,,,No
6137-LBRN,2,12,28.5,0,0,No,no,0,0,27,Yes,0,MD,271-2428,Male,48,No,No,Yes,4,No,Two Year,Paper Check,24,52,,,No
7590-HQZY,30,119,418,0,0,No,no,0,0,3,Yes,0,WV,332-5403,Female,35,No,No,Yes,2,No,Month-to-Month,Credit Card,30,903,,,No
6208-XCAN,12,36,107.9,0,0,No,no,0,0,7,Yes,0,GA,385-2480,Male,44,No,No,Yes,2,No,Month-to-Month,Paper Check,32,389,,,No
9548-IMJP,7,21,64.2,0,0,No,no,0,0,30,No,10,TX,362-3041,Female,24,Yes,No,Yes,3,No,Month-to-Month,Direct Debit,29,203,,,No
8893-QAWX,70,163,351.6,0,0,No,no,0,0,28,Yes,0,IN,315-2120,Male,54,No,No,Yes,4,No,Two Year,Paper Check,30,2117,,,No
9797-ARAA,28,152,367.9,0,0,No,no,0,0,5,Yes,0,AR,310-5074,Female,54,No,No,Yes,4,No,One Year,Direct Debit,33,939,,,No
